Id,dataset,title,venue,year
4146,ACM,Design and user testing of a multi-paradigm query interface to an object-oriented database,ACM SIGMOD Record,1995
4149,ACM,Multi-table joins through bitmapped join indices,ACM SIGMOD Record,1995
4150,ACM,Optimizing Jan Jannink's Implementation of B+-tree deletion,ACM SIGMOD Record,1995
4153,ACM,Response to A close look at the IFO data model,ACM SIGMOD Record,1995
4154,ACM,Information systems research at RWTH Aachen,ACM SIGMOD Record,1995
4155,ACM,ACM Multimedia '94 conference workshop on multimedia database management systems,ACM SIGMOD Record,1995
4158,ACM,An annotated bibliography on active databases (short version),ACM SIGMOD Record,1995
4160,ACM,An annotated bibliography of benchmarks for object databases,ACM SIGMOD Record,1995
4162,ACM,Efficient checking of temporal integrity constraints using bounded history encoding,ACM Transactions on Database Systems (TODS),1995
4163,ACM,Incremental computation of nested relational query expressions,ACM Transactions on Database Systems (TODS),1995
4166,ACM,A comparison of three user interfaces to relational microcomputer data bases,ACM SIGMOD Record,1995
4169,ACM,The database group at University of Hagen,ACM SIGMOD Record,1995
4176,ACM,A general solution of the n-dimensional B-tree problem,International Conference on Management of Data,1995
4178,ACM,Topological relations in the world of minimum bounding rectangles: a study with R-trees,International Conference on Management of Data,1995
4180,ACM,Adaptive parallel aggregation algorithms,International Conference on Management of Data,1995
4181,ACM,Parallel evaluation of multi-join queries,International Conference on Management of Data,1995
4184,ACM,The merge/purge problem for large databases,International Conference on Management of Data,1995
4185,ACM,OODB indexing by class-division,International Conference on Management of Data,1995
4187,ACM,The handwritten trie: indexing electronic ink,International Conference on Management of Data,1995
4190,ACM,FastMap: a fast algorithm for indexing  data-mining and visualization of traditional and multimedia datasets,International Conference on Management of Data,1995
4191,ACM,The new middleware,ACM SIGMOD Record,1995
4193,ACM,A critique of ANSI SQL isolation levels,International Conference on Management of Data,1995
4195,ACM,Recovery protocols for shared memory database systems,International Conference on Management of Data,1995
4197,ACM,Efficient optimistic concurrency control using loosely synchronized clocks,International Conference on Management of Data,1995
4202,ACM,The LyriC language: querying constraint objects,International Conference on Management of Data,1995
4204,ACM,Towards an effective calculus for object query languages,International Conference on Management of Data,1995
4205,ACM,OFL: a functional execution model for object query languages,International Conference on Management of Data,1995
4207,ACM,Nearest neighbor queries,International Conference on Management of Data,1995
4209,ACM,Temporal database system implementations,ACM SIGMOD Record,1995
4210,ACM,Report on the 1995 international workshop on temporal databases,ACM SIGMOD Record,1995
4211,ACM,SQL/CLI-a new binding style for SQL,ACM SIGMOD Record,1995
4214,ACM,Parallelism and its price: a case study of nonstop SQL/MP,ACM SIGMOD Record,1995
4217,ACM,Data and knowledge base research at Hong Kong University of Science and Technology,ACM SIGMOD Record,1995
4227,ACM,The database group at National Technical University of Athens (NTUA),ACM SIGMOD Record,1995
4229,ACM,Replication: DB2  Oracle  or Sybase?,ACM SIGMOD Record,1995
4231,ACM,Opportunities at ARPA  NSF  and elsewhere,ACM SIGMOD Record,1995
4232,ACM,Mobile computing and databases: anything new?,ACM SIGMOD Record,1995
4234,ACM,Space optimization in deductive databases,ACM Transactions on Database Systems (TODS),1995
4235,ACM,Wireless client/server computing for personal information services and applications,ACM SIGMOD Record,1995
4239,ACM,A research status report on adaptation for mobile data access,ACM SIGMOD Record,1995
4242,ACM,Managing video data in a mobile environment,ACM SIGMOD Record,1995
4246,ACM,View maintenance in mobile computing,ACM SIGMOD Record,1995
4249,ACM,An annotated bibliography on real-time database systems,ACM SIGMOD Record,1995
4250,ACM,Digital library services in mobile computing,ACM SIGMOD Record,1995
4251,ACM,COSS: the common object services specifications,International Conference on Management of Data,1994
4252,ACM,Object-oriented extensions in SQL3: a status report,International Conference on Management of Data,1994
4254,ACM,Oracle media server: providing consumer based interactive access to multimedia data,International Conference on Management of Data,1994
4258,ACM,Sybase replication server,International Conference on Management of Data,1994
4262,ACM,DEC data distributor: for data replication and data warehousing,International Conference on Management of Data,1994
4264,ACM,Oracle's symmetric replication technology and implications for application design,International Conference on Management of Data,1994
4274,ACM,Parallel database systems in the 1990's,International Conference on Management of Data,1994
4275,ACM,A performance study of transitive closure algorithms,International Conference on Management of Data,1994
4276,ACM,Red brick warehouse: a read-mostly RDBMS for open SMP platforms,International Conference on Management of Data,1994
4278,ACM,Nonstop SQL: scalability and availability for decision support,International Conference on Management of Data,1994
4279,ACM,Evolving teradata decision support for massively parallel processing with UNIX,International Conference on Management of Data,1994
4281,ACM,Database in crisis and transition: a technical agenda for the year 2001,International Conference on Management of Data,1994
4283,ACM,Object-oriented features of DB2 client/server,International Conference on Management of Data,1994
4284,ACM,The Montage extensible DataBlade architecture,International Conference on Management of Data,1994
4286,ACM,UniSQL/X unified relational and object-oriented database system,International Conference on Management of Data,1994
4287,ACM,ODMG-93: a standard for object-oriented DBMSs,International Conference on Management of Data,1994
4288,ACM,Optimizing disjunctive queries with expensive predicates,International Conference on Management of Data,1994
4291,ACM,Outerjoins as disjunctions,International Conference on Management of Data,1994
4292,ACM,From structured documents to novel query facilities,International Conference on Management of Data,1994
4297,ACM,Practical predicate placement,International Conference on Management of Data,1994
4298,ACM,Incremental updates of inverted lists for text document retrieval,International Conference on Management of Data,1994
4300,ACM,Optimizing queries on files,International Conference on Management of Data,1994
4302,ACM,Distributing a search tree among a growing number of processors,International Conference on Management of Data,1994
4304,ACM,Predictive dynamic load balancing of parallel and distributed rule and query processing,International Conference on Management of Data,1994
4308,ACM,Sequence query processing,International Conference on Management of Data,1994
4309,ACM,XSB as an efficient deductive database engine,International Conference on Management of Data,1994
4313,ACM,Self-adaptive  on-line reclustering of complex object data,International Conference on Management of Data,1994
4316,ACM,Fast subsequence matching in time-series databases,International Conference on Management of Data,1994
4318,ACM,Shoring up persistent applications,International Conference on Management of Data,1994
4324,ACM,QuickStore: a high performance mapped object store,International Conference on Management of Data,1994
4325,ACM,Fine-grained sharing in a page server OODBMS,International Conference on Management of Data,1994
4326,ACM,Partition selection policies in object database garbage collection,International Conference on Management of Data,1994
4330,ACM,METU object-oriented DBMS,International Conference on Management of Data,1994
4335,ACM,Formal query languages for secure relational databases,ACM Transactions on Database Systems (TODS),1994
4337,ACM,Declarative updates of relational databases,ACM Transactions on Database Systems (TODS),1995
4338,ACM,Static analysis techniques for predicting the behavior of active database rules,ACM Transactions on Database Systems (TODS),1995
4339,ACM,Databases for networks,International Conference on Management of Data,1994
4340,ACM,A survey and critique of advanced transaction models,International Conference on Management of Data,1994
4341,ACM,Bounded ignorance: a technique for increasing concurrency in a replicated system,ACM Transactions on Database Systems (TODS),1994
4344,ACM,Quorum consensus in nested-transaction systems,ACM Transactions on Database Systems (TODS),1994
4347,ACM,Multigranularity locking in multiple job classes transaction processing system,ACM SIGMOD Record,1995
4350,ACM,A close look at the IFO data model,ACM SIGMOD Record,1995
4352,ACM,The third manifesto,ACM SIGMOD Record,1995
4355,ACM,Implementing deletion in B+-trees,ACM SIGMOD Record,1995
4357,ACM,Application of OODB and SGML techniques in text database: an electronic dictionary system,ACM SIGMOD Record,1995
4359,ACM,The INCINERATE data model,ACM Transactions on Database Systems (TODS),1995
4360,ACM,HODFA: an architectural framework for homogenizing heterogeneous legacy databases,ACM SIGMOD Record,1995
4362,ACM,Implementation aspects of an object-oriented DBMS,ACM SIGMOD Record,1995
4363,ACM,MOSAICO-a system for conceptual modeling and rapid prototyping of object-oriented database application,International Conference on Management of Data,1994
4365,ACM,A language based multidatabase system,International Conference on Management of Data,1994
4369,ACM,Ptool: a scalable persistent object manager,International Conference on Management of Data,1994
4372,ACM,The ORES temporal database management system,International Conference on Management of Data,1994
4378,ACM,Enterprise information architectures-they're finally changing,International Conference on Management of Data,1994
4380,ACM,Relaxed transaction processing,International Conference on Management of Data,1994
4383,ACM,The IMPRESS DDT: a database design toolbox based on a formal specification language,International Conference on Management of Data,1994
4386,ACM,The MEDUSA project: autonomous data management in a shared-nothing parallel database machine,International Conference on Management of Data,1994
4392,ACM,EOS: an extensible object store,International Conference on Management of Data,1994
4395,ACM,The MYRIAD federated database prototype,International Conference on Management of Data,1994
4405,ACM,GENESYS: a system for efficient spatial query processing,International Conference on Management of Data,1994
4408,ACM,Open object database management systems,International Conference on Management of Data,1994
4409,ACM,XSB as a deductive database,International Conference on Management of Data,1994
4410,ACM,Quest: a project on database mining,International Conference on Management of Data,1994
4421,ACM,Query by diagram: a graphical environment for querying databases,International Conference on Management of Data,1994
